division,product_type,material_type,tariff_country_code,tariff_country_description,tariff_code,customs_description,material_composition
Men,Shorts,Woven,EU,Europe,6203439000,woven shorts,"50% Polyester (Chemical Monofilament Recycled) - rPES, 50% Polyester - PES"
Men,Shorts,Woven,NOR,Norway,62034301,woven shorts,100% polyester
Men,Shorts,Woven,CHE,Switzerland,62034300-000,woven shorts,100% polyester
Men,Shorts,Woven,JPN,Japan,620343200,woven shorts,100% polyester
Men,Shorts,Woven,GBR,United Kingdom,6203439000,woven shorts,100% polyester
Men,Shorts,Woven,EU,Europe,6203439000,woven shorts,100% polyester
Men,Shorts,Woven,CAN,Canada,6203430020,woven shorts,100% polyester
Men,Shorts,Woven,DIST,Distributor countries,620343,woven shorts,100% polyester
Men,Shorts,Woven,KOR,South Korea,6203430000,woven shorts,100% polyester
Men,Shorts,Woven,AUS,Australia,6203430004,woven shorts,100% polyester
Men,Shorts,Woven,CHN,China,6203439090,woven shorts,100% polyester
Men,Shorts,Woven,USA,United States,6203439030,woven shorts,100% polyester
Men,Shorts,Woven,HKG,Hong Kong,62034319,woven shorts,100% polyester
Men,Shorts,Woven,BRA,Brazil,62034300,woven shorts,100% polyester
Men,Shorts,Woven,BRA,Brazil,62034300,woven shorts,"50% Polyester (Chemical Monofilament Recycled) - rPES, 50% Polyester - PES"
Men,Shorts,Woven,GBR,United Kingdom,6203439000,woven shorts,"50% Polyester (Chemical Monofilament Recycled) - rPES, 50% Polyester - PES"
Men,Shorts,Woven,CHE,Switzerland,62034300-000,woven shorts,"50% Polyester (Chemical Monofilament Recycled) - rPES, 50% Polyester - PES"
Men,Shorts,Woven,USA,United States,6203439030,woven shorts,"50% Polyester (Chemical Monofilament Recycled) - rPES, 50% Polyester - PES"
Men,Shorts,Woven,AUS,Australia,6203430004,woven shorts,"50% Polyester (Chemical Monofilament Recycled) - rPES, 50% Polyester - PES"
Men,Shorts,Woven,NOR,Norway,62034301,woven shorts,"50% Polyester (Chemical Monofilament Recycled) - rPES, 50% Polyester - PES"
Men,Shorts,Woven,NZL,New Zealand,6203430205C,woven shorts,"50% Polyester (Chemical Monofilament Recycled) - rPES, 50% Polyester - PES"
Men,Shorts,Woven,HKG,Hong Kong,62034319,woven shorts,"50% Polyester (Chemical Monofilament Recycled) - rPES, 50% Polyester - PES"
Men,Shorts,Woven,JPN,Japan,620343200,woven shorts,"50% Polyester (Chemical Monofilament Recycled) - rPES, 50% Polyester - PES"
Men,Shorts,Woven,CHN,China,6203439090,woven shorts,"50% Polyester (Chemical Monofilament Recycled) - rPES, 50% Polyester - PES"
Men,Shorts,Woven,DIST,Distributor countries,620343,woven shorts,"50% Polyester (DISTmical Monofilament Recycled) - rPES, 50% Polyester - PES"
Men,Shorts,Woven,KOR,South Korea,6203430000,woven shorts,"50% Polyester (Chemical Monofilament Recycled) - rPES, 50% Polyester - PES"
Men,Shorts,Woven,CAN,Canada,6203430020,woven shorts,"50% Polyester (Chemical Monofilament Recycled) - rPES, 50% Polyester - PES"
Men,Shorts,Woven,EU,Europe,6203439000,woven shorts,"50% Polyester (Chemical Monofilament Recycled) - rPES, 50% Polyester - PES"
Men,Jackets,Woven,HKG,Hong Kong,62014090,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,EU,Europe,6201401019,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,AUS,Australia,6201400004,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,JPN,Japan,620140200,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,BRA,Brazil,62014000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,CHE,Switzerland,62014000-000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,KOR,South Korea,6201401010,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,CHN,China,6201409000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,NOR,Norway,62014000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,CAN,Canada,6201409011,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,DIST,Distributor countries,620140,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,GBR,United Kingdom,6201401019,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,NZL,New Zealand,6201401000E,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,USA,United States,6201407000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,USA,United States,6201407000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,NZL,New Zealand,6201401000E,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,GBR,United Kingdom,6201401019,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,CHN,China,6201409000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,KOR,South Korea,6201401010,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,HKG,Hong Kong,62014090,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,CAN,Canada,6201409011,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,BRA,Brazil,62014000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,NOR,Norway,62014000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,EU,Europe,6201401019,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,JPN,Japan,620140200,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,CHE,Switzerland,62014000-000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,AUS,Australia,6201400004,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,DIST,Distributor countries,620140,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,CAN,Canada,6201409011,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,USA,United States,6201407000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,DIST,Distributor countries,620140,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,HKG,Hong Kong,62014090,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,JPN,Japan,620140200,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,AUS,Australia,6201400004,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,CHE,Switzerland,62014000-000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,NZL,New Zealand,6201401000E,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,KOR,South Korea,6201401010,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,CHN,China,6201409000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,BRA,Brazil,62014000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,EU,Europe,6201401019,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,NOR,Norway,62014000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,GBR,United Kingdom,6201401019,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,KOR,South Korea,6201401010,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,GBR,United Kingdom,6201401019,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,NZL,New Zealand,6201401000E,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,HKG,Hong Kong,62014090,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,AUS,Australia,6201400004,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,BRA,Brazil,62014000,nan,
Men,Jackets,Woven,JPN,Japan,620140200,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,CHE,Switzerland,62014000-000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,USA,United States,6201407000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,EU,Europe,6201401019,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,CHN,China,6201409000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,NOR,Norway,62014000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,DIST,Distributor countries,620140,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,CAN,Canada,6201409011,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Laminated,USA,United States,6210205029,woven jacket,"41% Polyamide (Nylon) - PA, 33% Polyurethane - PU, 26% Polyester - PES"
Men,Jackets,Laminated,CHE,Switzerland,62102000-000,woven jacket,"41% Polyamide (Nylon) - PA, 33% Polyurethane - PU, 26% Polyester - PES"
Men,Jackets,Laminated,AUS,Australia,6210200012,woven jacket,"41% Polyamide (Nylon) - PA, 33% Polyurethane - PU, 26% Polyester - PES"
Men,Jackets,Laminated,BRA,Brazil,62014000,nan,
Men,Jackets,Laminated,KOR,South Korea,6210209010,woven jacket,"41% Polyamide (Nylon) - PA, 33% Polyurethane - PU, 26% Polyester - PES"
Men,Jackets,Laminated,GBR,United Kingdom,6210200010,woven jacket,"41% Polyamide (Nylon) - PA, 33% Polyurethane - PU, 26% Polyester - PES"
Men,Jackets,Laminated,JPN,Japan,621020200,woven jacket,"41% Polyamide (Nylon) - PA, 33% Polyurethane - PU, 26% Polyester - PES"
Men,Jackets,Laminated,CAN,Canada,6210209000,woven jacket,"41% Polyamide (Nylon) - PA, 33% Polyurethane - PU, 26% Polyester - PES"
Men,Jackets,Laminated,DIST,Distributor countries,621020,woven jacket,"41% Polyamide (Nylon) - PA, 33% Polyurethane - PU, 26% Polyester - PES"
Men,Jackets,Laminated,NZL,New Zealand,6210200510L,woven jacket,"41% Polyamide (Nylon) - PA, 33% Polyurethane - PU, 26% Polyester - PES"
Men,Jackets,Laminated,HKG,Hong Kong,62102020,woven jacket,"41% Polyamide (Nylon) - PA, 33% Polyurethane - PU, 26% Polyester - PES"
Men,Jackets,Laminated,NOR,Norway,62102000,woven jacket,"41% Polyamide (Nylon) - PA, 33% Polyurethane - PU, 26% Polyester - PES"
Men,Jackets,Laminated,CHN,China,6210200000,woven jacket,"41% Polyamide (Nylon) - PA, 33% Polyurethane - PU, 26% Polyester - PES"
Men,Jackets,Laminated,EU,Europe,6210200010,woven jacket,"41% Polyamide (Nylon) - PA, 33% Polyurethane - PU, 26% Polyester - PES"
Men,Jackets,Laminated,AUS,Australia,6210200012,woven jacket,"41% Polyamide (Nylon) - PA, 33% Polyurethane - PU, 26% Polyester - PES"
Men,Jackets,Laminated,CHE,Switzerland,62102000-000,woven jacket,"41% Polyamide (Nylon) - PA, 33% Polyurethane - PU, 26% Polyester - PES"
Men,Jackets,Laminated,BRA,Brazil,62102000,woven jacket,"41% Polyamide (Nylon) - PA, 33% Polyurethane - PU, 26% Polyester - PES"
Men,Jackets,Laminated,EU,Europe,6210200010,woven jacket,"41% Polyamide (Nylon) - PA, 33% Polyurethane - PU, 26% Polyester - PES"
Men,Jackets,Laminated,HKG,Hong Kong,62102020,woven jacket,"41% Polyamide (Nylon) - PA, 33% Polyurethane - PU, 26% Polyester - PES"
Men,Jackets,Laminated,JPN,Japan,621020200,woven jacket,"41% Polyamide (Nylon) - PA, 33% Polyurethane - PU, 26% Polyester - PES"
Men,Jackets,Laminated,USA,United States,6210205029,woven jacket,"41% Polyamide (Nylon) - PA, 33% Polyurethane - PU, 26% Polyester - PES"
Men,Jackets,Laminated,CAN,Canada,6210209000,woven jacket,"41% Polyamide (Nylon) - PA, 33% Polyurethane - PU, 26% Polyester - PES"
Men,Jackets,Laminated,NOR,Norway,62102000,woven jacket,"41% Polyamide (Nylon) - PA, 33% Polyurethane - PU, 26% Polyester - PES"
Men,Jackets,Laminated,GBR,United Kingdom,6210200010,woven jacket,"41% Polyamide (Nylon) - PA, 33% Polyurethane - PU, 26% Polyester - PES"
Men,Jackets,Laminated,KOR,South Korea,6210209010,woven jacket,"41% Polyamide (Nylon) - PA, 33% Polyurethane - PU, 26% Polyester - PES"
Men,Jackets,Laminated,NZL,New Zealand,6210200510L,woven jacket,"41% Polyamide (Nylon) - PA, 33% Polyurethane - PU, 26% Polyester - PES"
Men,Jackets,Laminated,CHN,China,6210200000,woven jacket,"41% Polyamide (Nylon) - PA, 33% Polyurethane - PU, 26% Polyester - PES"
Men,Jackets,Laminated,DIST,Distributor countries,621020,woven jacket,"41% Polyamide (Nylon) - PA, 33% Polyurethane - PU, 26% Polyester - PES"
Men,Jackets,Woven,NOR,Norway,62014000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,GBR,United Kingdom,6201401019,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,KOR,South Korea,6201401010,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,HKG,Hong Kong,62014090,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,CHE,Switzerland,62014000-000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,EU,Europe,6201401019,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,BRA,Brazil,62014000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,USA,United States,6201407000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,CHN,China,6201409000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,JPN,Japan,620140200,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,CAN,Canada,6201409021,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,NZL,New Zealand,6202401000C,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,DIST,Distributor countries,620140,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,AUS,Australia,6201400004,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,BRA,Brazil,62014000,nan,
Men,Jackets,Woven,USA,United States,6201407000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,CHN,China,6201409000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,DIST,Distributor countries,620140,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,HKG,Hong Kong,62014090,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,AUS,Australia,6201400004,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,JPN,Japan,620140200,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,KOR,South Korea,6201401010,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,NOR,Norway,62014000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,CAN,Canada,6201409021,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,CHE,Switzerland,62014000-000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,NZL,New Zealand,6202401000C,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,EU,Europe,6201401019,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,GBR,United Kingdom,6201401019,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,BRA,Brazil,62014000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,DIST,Distributor countries,620140,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,USA,United States,6201407000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,JPN,Japan,620140200,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,NZL,New Zealand,6202401000C,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,AUS,Australia,6201400004,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,CAN,Canada,6201409021,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,GBR,United Kingdom,6201401019,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,KOR,South Korea,6201401010,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,NOR,Norway,62014000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,CHN,China,6201409000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,EU,Europe,6201401019,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,CHE,Switzerland,62014000-000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,HKG,Hong Kong,62014090,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,BRA,Brazil,62014000,nan,
Men,Jackets,Woven,NOR,Norway,62014000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,CHE,Switzerland,62014000-000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,CAN,Canada,6201409021,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,JPN,Japan,620140200,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,EU,Europe,6201401019,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,USA,United States,6201407000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,CHN,China,6201409000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,KOR,South Korea,6201401010,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,HKG,Hong Kong,62014090,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,AUS,Australia,6201400004,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,DIST,Distributor countries,620140,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,NZL,New Zealand,6202401000C,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,GBR,United Kingdom,6201401019,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,CAN,Canada,6201409021,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,AUS,Australia,6201400004,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,EU,Europe,6201401019,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
Men,Jackets,Woven,CHE,Switzerland,62014000-000,woven jacket,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL"
